dur,trnspt,srvs,flag_n,flag_arst,flag_uc,flag_sign,flag_synrst,flag_a,flag_othr,src_pkts,dst_pkts,urg_bits,push_pkts,no_lnkd,arp,src_ttl,dst_ttl,pkts_dirctn,src_byts,dst_byts,src_avg_byts,dst_avg_byts,strt_t,end_t,dst_host_count,host_dst _count,rtt_first_ack,rtt_avg,avg_t_sent,avg_t_got,repeated,fst_src_sqc,fst_dst_sqc,src_re,dst_re,src_fast_re,dst_fast_re,ovrlp_count,long_frag_count,dns_ratio,avg_rr,http_rqsts_count,http_redirct_count,http_clnt_error_count,http_srv_error_count,Class name,Class binary
0.003679,6,88,0,0,0,0,0,1,0,4,4,0,2,70,0,127,128,2,528,1659,132,414.75,56170.62477,56170.62845,0,1791,0.000168,0.0004355,56170.62598,56170.62719,0,3759984640,2483228019,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
7.71041,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,342,0,114,0,39616.321,39624.03141,0,0,0,0,39620.25368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,82,0,82,0,75999.19366,75999.19366,1792,0,0,0,75999.19366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2231,6,80,0,0,0,0,1,0,0,6693,3346.5,0,6690,3193,0,128,127,2,1653171,652567.5,1880.05618,1487.333333,2664,4895,0,3194,0.001448,0.069759849,3779.5,3779.5,0,113408133,163025800,0,0,0,0,0,0,0,0,3346,3345,0,0,Mass HTTP requests,0
11.97256,6,135,0,0,0,0,0,1,0,7,5,0,4,31,0,128,128,2,674,634,96.28571429,126.8,14500.23503,14512.20759,2,1791,0.000519,0.017604583,14503.68642,14505.02546,0,1250823417,528881899,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,152,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,16.704768,16.704768,0,0,0,0,16.704768,0,0,1638254137,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
85696.70779,256,0,0,0,0,0,0,0,0,349,0,0,0,0,1,0,0,1,14658,0,42,0,549.646665,86246.35446,1,0,0,0,245.549306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000502,17,53,0,0,0,0,0,0,0,1,1,0,0,192,0,128,128,2,113,171,113,171,39780.39876,39780.39926,2,1791,0,0,39780.39876,39780.39926,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.0848,6,135,1,0,0,0,0,0,0,5,4,0,2,0,0,128,128,2,354,288,70.8,72,7949.007191,7949.091991,1,20,0.000136,0.000136,7949.007191,7949.007191,0,458056600,729037469,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
4686.21673,17,80,0,0,0,0,0,0,0,49299,0,0,0,1773,0,128,0,1,2176550,0,430.8599895,0,3169,7855.21673,0,0,0,0,3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,76,0,76,0,1487.967072,1487.967072,1665,0,0,0,1487.967072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.006984,6,88,0,0,0,0,1,0,0,5,5,0,2,68,0,127,128,2,2574,398,514.8,79.6,10074.52684,10074.53382,0,1616,0.000763,0.0004676,10074.53019,10074.53168,0,1953989233,972909694,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.811288,17,53,0,0,0,0,0,0,0,2,2,0,0,317,0,128,64,2,154,226,77,113,36.528908,36.564136,10,317,0,0,60402.22394,60403.03523,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,Normal,1
62735,256,0,0,0,0,0,0,0,0,125421,0,0,0,0,2,0,0,1,5267682,0,42,0,19003,81738,1,0,0,0,1.999230493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARP poisoning,0
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,97,0,97,0,39588.22207,39588.22207,1792,0,0,0,39588.22207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,84,0,84,0,30463.97465,30463.97465,1617,0,0,0,30463.97465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
249.904943,17,80,0,0,0,0,0,0,0,2629,0,0,0,432,0,128,0,1,116070,0,22.97675232,0,2047,2296.904943,0,0,0,0,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0.000581,17,53,0,0,0,0,0,0,0,1,1,0,0,159,0,128,128,2,80,138,80,138,69685.67123,69685.67181,0,1616,0,0,69685.67123,69685.67181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.000869,17,389,0,0,0,0,0,0,0,1,1,0,0,135,0,128,128,2,197,200,197,200,13155.81301,13155.81387,0,1664,0,0,13155.81301,13155.81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.152447,6,139,1,0,0,0,0,0,0,12,10,0,16,239,0,128,128,2,1653,1690,137.75,169,19324.22504,19335.37749,0,239,0.000394,0.010213091,19327.96206,19327.57247,0,2579526763,2651059462,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
89.633789,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,3274,3363.633789,0,5006,0.000198,0.0043416,1410.509264,1425.45478,0,1770752798,725892898,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0.000998,17,53,0,0,0,0,0,0,0,1,1,0,0,192,0,128,128,2,71,87,71,87,15137.26571,15137.2667,2,1791,0,0,15137.26571,15137.2667,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
2296,6,80,0,0,0,0,1,0,0,6888,3444,0,6885,1458,0,128,127,2,1701336,671580,1934.831461,1530.666667,3392,5688,0,1459,0.001448,0.069759849,4540,4540,0,145887885,84207476,0,0,0,0,0,0,0,0,3444,3443,0,0,Mass HTTP requests,0
89.550883,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,1036,1125.550883,0,5006,0.000291,0.0047864,1410.565302,1425.496297,0,3539464432,166037335,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0.007358,6,88,0,0,0,0,1,0,0,4,4,0,2,68,0,128,128,2,1532,1544,383,386,13512.15255,13512.15991,0,1616,0.000937,0.000913375,13512.15455,13512.15793,0,613298074,3535693216,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000654,17,53,0,0,0,0,0,0,0,1,1,0,0,70,0,127,128,2,71,87,71,87,80172.52561,80172.52626,1,1616,0,0,80172.52561,80172.52626,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
10.986843,6,139,1,0,0,0,0,0,0,13,11,0,18,239,0,128,128,2,1691,1745,130.0769231,158.6363636,27964.39315,27975.37999,0,239,0.000291,0.008735875,27967.79086,27967.39164,0,2774914071,2268757207,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
87.68865,6,49211,0,0,0,0,0,1,0,18,12,0,18,0,0,128,128,2,1052,1152,58.386,87.1396992,12155.60016,12243.28881,0,0,0.004535,0.02644,12199.44448,12201.08678,0,1166232009,1627456747,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0.000444,17,389,0,0,0,0,0,0,0,1,1,0,0,150,0,127,128,2,197,200,197,200,959.62005,959.620494,0,1664,0,0,959.62005,959.620494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.004108,6,88,0,0,0,0,1,0,0,4,4,0,2,82,0,128,128,2,1535,1528,383.75,382,36427.5287,36427.53281,0,1664,0.000799,0.000506875,36427.53,36427.53179,0,285954724,464855247,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
12.970757,6,49158,1,0,0,0,0,0,0,7,5,0,4,13,0,127,128,2,1544,1314,220.5714286,262.8,45323.69325,45336.66401,1,1616,0.000133,0.0011435,45327.40128,45328.8821,0,1239220022,3906348682,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000683,17,389,0,0,0,0,0,0,0,1,1,0,0,132,0,128,128,2,197,200,197,200,71113.71605,71113.71674,0,1616,0,0,71113.71605,71113.71674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,76,0,76,0,48725.9017,48725.9017,1792,0,0,0,48725.9017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.00048,17,53,0,0,0,0,0,0,0,1,1,0,0,192,0,128,128,2,90,137,90,137,74413.53447,74413.53495,2,1791,0,0,74413.53447,74413.53495,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
3009,6,80,0,0,0,0,1,0,0,9027,4513.5,0,9024,3317,0,128,127,2,2229669,880132.5,2535.674157,2006,1223,4232,0,3318,0.001448,0.069759849,2727.5,2727.5,0,92177878,58353105,0,0,0,0,0,0,0,0,4513,4512,0,0,Mass HTTP requests,0
0,6,363,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,39.776905,39.776905,0,0,0,0,39.776905,0,0,4070315979,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
62641.67224,256,0,0,0,0,0,0,0,0,88,0,0,0,0,2,0,0,1,3696,0,42,0,205.392814,62847.06505,1,0,0,0,711.8371845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.003469,6,88,0,0,0,0,1,0,0,5,5,0,2,81,0,127,128,2,2574,398,514.8,79.6,962.52741,962.530879,0,1664,0.000202,0.0001612,962.5285688,962.5295142,0,2475294084,485800606,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,93,0,93,0,21471.55031,21471.55031,1792,0,0,0,21471.55031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.740409,17,53,0,0,0,0,0,0,0,2,1,0,0,317,0,128,64,2,142,135,71,135,38.382031,38.42696,10,317,0,0,63385.30452,63386.04493,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0,0,Normal,1
10.082817,6,135,1,0,0,0,0,0,0,8,6,0,5,31,0,127,128,2,740,764,92.5,127.3333333,53273.32849,53283.41131,2,1791,0.000383,0.001270643,53275.85373,53276.69265,0,860900424,2979048058,0,1,0,0,0,0,0,0,0,0,0,0,Normal,1
93.510004,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,2496,2589.510004,0,5006,0.000244,0.0029486,1407.910257,1423.497466,0,1130231209,2554496876,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0.000379,17,53,0,0,0,0,0,0,0,1,1,0,0,178,0,128,128,2,82,140,82,140,3861.16494,3861.165319,0,1664,0,0,3861.16494,3861.165319,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
6445,256,0,0,0,0,0,0,0,0,12885,0,0,0,0,2,0,0,1,541170,0,42,0,26592,33037,1,0,0,0,1.999230493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARP poisoning,0
0.041511,6,389,0,0,0,0,1,0,0,7,7,0,7,168,0,128,128,2,2521,900,360.1428571,128.5714286,46626.25232,46626.29383,2,1791,0.002777,0.002750214,46626.26752,46626.26941,0,2325025926,271979682,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
86218.608,256,0,0,0,0,0,0,0,0,263,0,0,0,0,2,0,0,1,11046,0,42,0,36.310129,86254.91813,1,0,0,0,327.8274068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000456,17,389,0,0,0,0,0,0,0,1,1,0,0,124,0,127,128,2,231,200,231,200,83272.90414,83272.9046,2,1791,0,0,83272.90414,83272.9046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,87,0,87,0,52337.94089,52337.94089,1617,0,0,0,52337.94089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000898,17,53,0,0,0,0,0,0,0,1,1,0,0,159,0,128,128,2,80,138,80,138,38878.51733,38878.51823,0,1616,0,0,38878.51733,38878.51823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.000614,17,389,0,0,0,0,0,0,0,1,1,0,0,168,0,128,128,2,240,200,240,200,73621.16385,73621.16447,2,1791,0,0,73621.16385,73621.16447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000476,17,389,0,0,0,0,0,0,0,1,1,0,0,138,0,127,128,2,231,200,231,200,64791.87645,64791.87692,0,1664,0,0,64791.87645,64791.87692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
86339.94718,256,0,0,0,0,0,0,0,0,343,0,0,0,0,1,0,0,1,14406,0,42,0,47.908828,86387.85601,1,0,0,0,251.7199626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
97.072458,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1375.854707,1472.927165,0,2003,0.000753,0.0012442,1408.210971,1424.391313,0,1707560371,3175415995,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0.411461,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,132,0,66,0,68007.43473,68007.84619,0,0,0,0,68007.64046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
97.075811,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1375.85485,1472.930661,0,2003,0.001171,0.0015818,1408.21232,1424.393341,0,2005970116,3681220562,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
10.585878,6,139,0,0,0,0,0,1,0,13,11,0,18,93,0,128,128,2,1679,1685,129.1538462,153.1818182,67932.23231,67942.81819,2,1791,0.000339,0.009226458,67935.5089,67935.12321,0,4051088787,866792794,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000356,17,53,0,0,0,0,0,0,0,1,1,0,0,63,0,127,128,2,75,133,75,133,126.689763,126.690119,2,1791,0,0,126.689763,126.690119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.412481,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,132,0,66,0,24807.42325,24807.83573,0,0,0,0,24807.62949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000891,17,389,0,0,0,0,0,0,0,1,1,0,0,144,0,127,128,2,239,198,239,198,1997.733782,1997.734673,0,1616,0,0,1997.733782,1997.734673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,237,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,26.00201,26.00201,0,0,0,0,26.00201,0,0,2392031809,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
97.075844,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1375.854859,1472.930703,0,2003,0.001178,0.001586,1408.212336,1424.39337,0,3982300438,877554439,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
2855,6,80,0,0,0,0,1,0,0,8565,4282.5,0,8562,1575,0,128,127,2,2115555,835087.5,2405.898876,1903.333333,2515,5370,0,1576,0.001448,0.069759849,3942.5,3942.5,0,118432818,14899741,0,0,0,0,0,0,0,0,4282,4281,0,0,Mass HTTP requests,0
10.220246,6,135,1,0,0,0,0,0,0,7,5,0,4,31,0,127,128,2,674,538,96.28571429,107.6,47332.07012,47342.29036,2,1791,0.000163,0.001135833,47334.99385,47336.16007,0,3208706104,3453737067,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
61884,256,0,0,0,0,0,0,0,0,123720,0,0,0,0,2,0,0,1,5196240,0,42,0,11863,73747,1,0,0,0,1.999230493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARP poisoning,0
1219.011407,17,80,0,0,0,0,0,0,0,12824,0,0,0,1827,0,128,0,1,566179,0,112.078308,0,275,1494.011407,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
34.874291,6,49155,1,0,0,0,0,0,0,10,9,0,10,26,0,128,128,2,3109,1564,310.9,173.7777778,43052.89204,43087.76633,0,1664,0.000302,0.010625158,43059.88867,43060.64444,0,768800849,2775217691,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.677956,6,445,0,0,0,0,0,1,0,11,9,0,14,125,0,128,128,2,4159,1683,378.0909091,187,67338.1221,67348.80006,2,1791,0.000451,0.01028115,67341.05434,67340.49757,0,4231943562,287089677,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2750,6,3000,0,0,0,0,0,1,0,5424,3782,0,5424,1,0,128,64,2,1578500,888250,291.5747143,204.6651817,0,3599.175364,0,8,0.007679415,0.002538065,1639,1366.75,0,2259581291,2578013376,0,0,0,0,0,0,0,0,2711,0,0,0,BeEF HTTP exploits,0
12.402347,6,139,1,0,0,0,0,0,0,12,10,0,16,239,0,128,128,2,1653,1690,137.75,169,41797.1679,41809.57025,0,239,0.000482,0.010774864,41801.32273,41800.89054,0,2125739474,3466468937,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,113,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,12.658993,12.658993,0,0,0,0,12.658993,0,0,2965694776,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
0.003378,6,88,0,0,0,0,1,0,0,4,4,0,2,36,0,127,128,2,1620,1648,405,412,63088.48176,63088.48514,1,1616,0.000154,0.0004065,63088.48287,63088.48399,0,3055317924,2476691706,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.522535,6,389,0,0,0,0,1,0,0,12,9,0,9,138,0,127,128,2,3417,4764,284.75,529.3333333,22690.01306,22690.53559,0,1664,0.000187,0.000978333,22690.12443,22690.14571,0,1664642614,800150557,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
14.406699,6,139,0,0,0,0,0,1,0,13,11,0,18,175,0,128,128,2,1691,1745,130.0769231,158.6363636,36206.40446,36220.81116,2,176,0.00028,0.008711958,36210.85475,36210.3361,0,3649360495,1314739434,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,49,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,5.65864,5.65864,0,0,0,0,5.65864,0,0,3685230519,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
83.463921,6,49211,0,0,0,0,0,1,0,18,12,0,18,0,0,128,128,2,1037,1137,57.5535,86.0050677,1332.463785,1415.927706,0,0,0.004888,0.025158,1374.195746,1375.659052,0,1166249609,1627548267,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,98,0,98,0,70714.48345,70714.48345,1617,0,0,0,70714.48345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000482,17,53,0,0,0,0,0,0,0,1,1,0,0,178,0,128,128,2,80,138,80,138,14793.70446,14793.70494,0,1664,0,0,14793.70446,14793.70494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.000355,17,53,0,0,0,0,0,0,0,1,1,0,0,89,0,127,128,2,113,171,113,171,45205.2956,45205.29595,0,1664,0,0,45205.2956,45205.29595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
0.000591,17,389,0,0,0,0,0,0,0,1,1,0,0,132,0,128,128,2,196,200,196,200,74074.59346,74074.59405,0,1616,0,0,74074.59346,74074.59405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
15.849557,6,139,1,0,0,0,0,0,0,12,10,0,16,239,0,128,128,2,1653,1690,137.75,169,70445.54373,70461.39329,0,239,0.000374,0.009476909,70450.84514,70450.30034,0,4042871748,3138962533,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
4.276618,6,80,0,0,1,0,0,0,0,112,188,0,13,6,0,128,46,2,8219,274707,73.38392857,1461.207447,15.049028,18.467396,10,6,0.315218,0.004637123,58001.14175,58005.41837,0,350628816,3248684799,0,1,0,1,0,0,0,0,1,0,0,0,Normal,1
0.40756,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,132,0,66,0,28407.42552,28407.83308,0,0,0,0,28407.6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
7.713128,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,358,0,119.3333333,0,72707.3275,72715.04063,0,0,0,0,72710.95788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
34.990201,6,49155,0,0,0,0,0,1,0,10,9,0,10,27,0,128,128,2,3109,1564,310.9,173.7777778,85205.0888,85240.079,2,1791,0.000438,0.010999895,85212.10942,85212.86712,0,1998334350,1041768984,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
1672,6,80,0,0,0,0,1,0,0,5016,2508,0,5013,8879,0,128,127,2,1238952,489060,1408.988764,1114.666667,2655,4327,0,8880,0.001448,0.069759849,3491,3491,0,122708862,11342608,0,0,0,0,0,0,0,0,2508,2507,0,0,Mass HTTP requests,0
924.0494297,17,80,0,0,0,0,0,0,0,9721,0,0,0,720,0,128,0,1,429182,0,84.95892327,0,1768,2692.04943,0,720,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
93.494398,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,1019,1112.494398,0,5006,0.000238,0.0029546,1407.920678,1423.505272,0,3909695686,602351000,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
17.203796,6,443,0,0,0,0,0,1,0,64,45,0,14,0,0,128,57,2,85710,3434,1339.21875,76.31111111,5.104641,21.693677,10,0,0.013201,0.006603119,51093.38524,51110.58904,0,1149540255,3433878257,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,1,61006,0,0,0,0,0,0,0,1,0,0,0,3,0,128,0,1,112,0,112,0,30486.63886,30486.63886,0,0,0,0,30486.63886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
12.256862,6,445,0,0,0,0,1,0,0,15,13,0,18,124,0,127,128,2,4661,2459,310.7333333,189.1538462,17556.4233,17568.68016,2,1791,0.000168,0.000316786,17559.69449,17559.25499,0,523194325,3452535408,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
34.870032,6,49155,1,0,0,0,0,0,0,10,9,0,10,26,0,128,128,2,3109,1564,310.9,173.7777778,62443.15142,62478.02146,0,1664,0.000359,0.012166105,62450.15345,62450.90717,0,1342826607,2890507873,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
3008,6,3000,0,0,0,0,0,1,0,5933,4136,0,5933,1,0,128,64,2,1726592,971584,291.6107512,208.6881194,0,98.834715,0,5,0.003982089,0.003622561,1792.768,1494.976,0,2258859989,2577627238,0,0,0,0,0,0,0,0,2965,0,0,0,BeEF HTTP exploits,0
4.758228,6,445,0,0,0,0,1,0,0,6,5,0,4,21,0,128,128,2,847,42,77.00000001,4.2,2936.36381,2941.122038,1,23,0.000114,0.000358,2936.384388,2936.447503,0,3201069371,1409420860,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0.04401,17,53,0,0,0,0,0,0,0,1,1,0,0,317,0,128,64,2,83,147,83,147,36.320466,36.339246,10,317,0,0,58875.97477,58876.01878,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,Normal,1
1836,6,3000,0,0,0,0,0,1,0,3621,2525,0,3621,1,0,128,64,2,1053864,593028,291.9550453,216.6596316,0,98.834715,0,7,0.001168967,0.005200024,1094.256,912.492,0,2258859989,2577627238,0,0,0,0,0,0,0,0,1810,0,0,0,BeEF HTTP exploits,0
0.000909,17,53,0,0,0,0,0,0,0,1,1,0,0,159,0,128,128,2,77,93,77,93,23076.84884,23076.84975,0,1616,0,0,23076.84884,23076.84975,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
6.842333,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,330,0,110,0,29.6394,36.481733,0,0,0,0,32.99236633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
90.127142,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,2787,2877.127142,0,5006,0.000176,0.0040274,1410.178984,1425.206501,0,349491829,1744519760,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,82,0,82,0,39648.5366,39648.5366,1792,0,0,0,39648.5366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
12.357544,6,445,0,0,1,0,0,0,0,15,13,0,18,128,0,127,128,2,4661,2459,310.7333333,189.1538462,29455.6532,29468.01074,0,1664,0.000167,0.000309679,29458.95137,29458.50849,0,3866170171,982561401,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
3481,6,80,0,0,0,0,1,0,0,10443,5221.5,0,10440,3214,0,128,127,2,2579421,1018192.5,2933.426966,2320.666667,524,4005,0,3215,0.001448,0.069759849,2264.5,2264.5,0,86700373,132532200,0,0,0,0,0,0,0,0,5221,5220,0,0,Mass HTTP requests,0
11.578717,17,53,0,0,0,0,0,0,0,5,1,0,0,159,0,128,128,2,420,84,84,84,30488.6605,30500.23922,0,1616,0,0,30491.65067,30500.23922,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,Normal,1
336,6,3000,0,0,0,0,0,1,0,662,462,0,662,1,0,128,64,2,192864,108528,291.4574844,228.4002181,0,3599.175364,0,9,0.000719902,0.000867325,200.256,166.992,0,2259581291,2578013376,0,0,0,0,0,0,0,0,331,0,0,0,BeEF HTTP exploits,0
11.599853,6,139,1,0,0,0,0,0,0,13,11,0,18,239,0,128,128,2,1691,1745,130.0769231,158.6363636,69877.97382,69889.57368,0,239,0.000293,0.008460958,69881.55973,69881.13951,0,89259899,3910717189,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000592,17,53,0,0,0,0,0,0,0,1,1,0,0,178,0,128,128,2,113,171,113,171,25703.12961,25703.1302,0,1664,0,0,25703.12961,25703.1302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
34.883068,6,49155,1,0,0,0,0,0,0,11,9,0,10,26,0,127,128,2,3317,1580,301.5454545,175.5555556,27031.98143,27066.8645,0,1616,0.000445,0.0110987,27038.4217,27039.81586,0,1922384078,3216436042,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,82,0,82,0,39652.15763,39652.15763,1792,0,0,0,39652.15763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
3288,6,80,0,0,0,0,1,0,0,9864,4932,0,9861,9693,0,128,127,2,2436408,961740,2770.786517,2192,2370,5658,0,9694,0.001448,0.069759849,4014,4014,0,86562566,28287152,0,0,0,0,0,0,0,0,4932,4931,0,0,Mass HTTP requests,0
86171.60693,256,0,0,0,0,0,0,0,0,391,0,0,0,0,1,0,0,1,16422,0,42,0,94.197062,86265.80399,1,0,0,0,220.3877415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
